"project","constructive","under_constructive","work_group","block","floor","level","min_base_plan_start_date","max_base_plan_finish_date","contractors"
"Проект - 12","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 16","3 этаж",1,"2024-02-27","2024-02-27","[{""contractor"" : ""Подрядчик - 242"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 16","4 этаж",1,"2024-02-25","2024-03-08","[{""contractor"" : ""Подрядчик - 242"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 16","5 этаж",1,"2024-02-27","2024-02-27","[{""contractor"" : ""Подрядчик - 242"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 16","6 этаж",1,"2024-03-07","2024-03-13","[{""contractor"" : ""Подрядчик - 242"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 16","7 этаж",1,"2024-02-26","2024-02-26","[{""contractor"" : ""Подрядчик - 242"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 16","8 этаж",1,"2024-03-03","2024-03-08","[{""contractor"" : ""Подрядчик - 242"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 16","9 этаж",1,"2024-02-26","2024-03-07","[{""contractor"" : ""Подрядчик - 242"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 17","10 этаж",1,"2024-06-01","2024-06-01","[{""contractor"" : ""Подрядчик - 242"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 17","11 этаж",1,"2024-06-02","2024-06-14","[{""contractor"" : ""Подрядчик - 242"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 17","12 этаж",1,"2024-05-31","2024-06-01","[{""contractor"" : ""Подрядчик - 242"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 17","1 этаж",1,"2024-06-04","2024-06-04","[{""contractor"" : ""Подрядчик - 242"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 17","2 этаж",1,"2024-01-19","2024-01-20","[{""contractor"" : ""Подрядчик - 242"", ""plan_value"" : 294.38}]"
"Проект - 12","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 17","3 этаж",1,"2024-05-11","2024-05-11","[{""contractor"" : ""Подрядчик - 242"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 17","4 этаж",1,"2024-05-18","2024-05-18","[{""contractor"" : ""Подрядчик - 242"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 17","5 этаж",1,"2024-05-19","2024-05-25","[{""contractor"" : ""Подрядчик - 242"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 17","6 этаж",1,"2024-05-25","2024-05-25","[{""contractor"" : ""Подрядчик - 242"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 17","7 этаж",1,"2024-05-22","2024-05-22","[{""contractor"" : ""Подрядчик - 242"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 17","8 этаж",1,"2024-05-25","2024-05-25","[{""contractor"" : ""Подрядчик - 242"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 17","9 этаж",1,"2024-06-09","2024-06-10","[{""contractor"" : ""Подрядчик - 242"", ""plan_value"" : 0}]"
"Проект - 12","Внутренняя отделка и полы","Внутренняя отделка","Отделка балконы","Блок 12","10 этаж",1,"2024-02-29","2024-03-08","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 12","Внутренняя отделка и полы","Внутренняя отделка","Отделка балконы","Блок 12","11 этаж",1,"2024-04-11","2024-05-02","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 12","Внутренняя отделка и полы","Внутренняя отделка","Отделка балконы","Блок 12","12 этаж",1,"2024-04-29","2024-05-01","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 12","Внутренняя отделка и полы","Внутренняя отделка","Отделка балконы","Блок 12","1 этаж",1,"2024-03-09","2024-03-13","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 12","Внутренняя отделка и полы","Внутренняя отделка","Отделка балконы","Блок 12","2 этаж",1,"2024-03-01","2024-03-07","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 12","Внутренняя отделка и полы","Внутренняя отделка","Отделка балконы","Блок 12","3 этаж",1,"2024-02-24","2024-03-09","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 12","Внутренняя отделка и полы","Внутренняя отделка","Отделка балконы","Блок 12","4 этаж",1,"2024-03-13","2024-03-14","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 12","Внутренняя отделка и полы","Внутренняя отделка","Отделка балконы","Блок 12","5 этаж",1,"2024-03-12","2024-03-17","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 12","Внутренняя отделка и полы","Внутренняя отделка","Отделка балконы","Блок 12","6 этаж",1,"2024-03-04","2024-03-04","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 12","Внутренняя отделка и полы","Внутренняя отделка","Отделка балконы","Блок 12","7 этаж",1,"2024-03-11","2024-03-22","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 12","Внутренняя отделка и полы","Внутренняя отделка","Отделка балконы","Блок 12","8 этаж",1,"2024-03-14","2024-03-14","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 12","Внутренняя отделка и полы","Внутренняя отделка","Отделка балконы","Блок 12","9 этаж",1,"2024-04-13","2024-04-13","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 12","Внутренняя отделка и полы","Внутренняя отделка","Отделка балконы","Блок 13","10 этаж",1,"2024-03-21","2024-03-21","[{""contractor"" : ""Подрядчик - 621"", ""plan_value"" : 0}]"
